num_expediente;tipo_accidente;distrito;estado_meteorologico;franja_horaria;tipo_via;coordenada_x_utm;coordenada_y_utm;fecha;hora_numero;nivel_lesividad
2023S040280;Colisión doble;HORTALEZA;Lluvia débil;Mediodía;Vías de gran tamaño;444913,0;4481427,0;2024-01-04;14;1
2023S040309;Colisión doble;CENTRO;Lluvia débil;Mediodía;Vías de pequeño tamaño;440123,0;4475170,0;2024-02-15;14;1
2023S040310;Colisión doble;CHAMBERÍ;Despejado;Mañana;Plazas o glorietas;440137,0;4475721,0;2024-02-18;10;0
2023S040312;Colisión doble;TETUÁN;Despejado;Tarde;Vías de pequeño tamaño;440709,0;4480102,0;2024-02-25;17;0
2023S040316;Alcance;LATINA;Lluvia débil;Mediodía;Vías rápidas o carreteras;433983,0;4468473,0;2024-03-07;14;0
2023S040319;Choque;MONCLOA-ARAVACA;Despejado;Mañana;Vías rápidas o carreteras;437064,0;4478229,0;2024-03-27;8;0
2024S000001;Colisión múltiple;RETIRO;Despejado;Madrugada;Vías rápidas o carreteras;443927,0;4473998,0;2024-01-01;1;1
2024S000002;Choque;PUENTE DE VALLECAS;Despejado;Madrugada;Vías de pequeño tamaño;443249,0;4471571,0;2024-01-01;2;0
2024S000004;Colisión doble;MORATALAZ;Despejado;Madrugada;Vías de gran tamaño;444513,0;4473729,0;2024-01-01;2;0
2024S000005;Colisión doble;CARABANCHEL;Despejado;Madrugada;Vías de gran tamaño;436809,0;4469484,0;2024-01-01;2;0
2024S000010;Colisión doble;CENTRO;Despejado;Mañana;Vías de pequeño tamaño;440193,0;4474773,0;2024-01-01;7;0
2024S000012;Colisión doble;CARABANCHEL;Despejado;Mañana;Vías de pequeño tamaño;437002,0;4470046,0;2024-01-01;8;0
2024S000013;Atropello a persona;SALAMANCA;Despejado;Mañana;Vías de pequeño tamaño;442700,0;4475970,0;2024-01-01;7;1
2024S000015;Choque;CHAMBERÍ;Despejado;Mañana;Vías de gran tamaño;441549,0;4475931,0;2024-01-01;7;0
2024S000018;Colisión múltiple;MONCLOA-ARAVACA;Nublado;Mañana;Vías de pequeño tamaño;439703,0;4479106,0;2024-01-01;7;0
2024S000022;Choque;CHAMARTÍN;Despejado;Mediodía;Vías de pequeño tamaño;442268,0;4478258,0;2024-01-01;12;0
2024S000025;Alcance;CARABANCHEL;Despejado;Mediodía;Vías de pequeño tamaño;437822,0;4471073,0;2024-01-01;15;0
2024S000027;Colisión doble;CARABANCHEL;Despejado;Tarde;Vías de pequeño tamaño;437732,0;4470986,0;2024-01-01;16;1
2024S000028;Choque;PUENTE DE VALLECAS;Despejado;Tarde;Vías de pequeño tamaño;443496,0;4472305,0;2024-01-01;16;0
2024S000029;Alcance;VICÁLVARO;Despejado;Tarde;Vías de pequeño tamaño;447084,0;4472972,0;2024-01-01;16;1
2024S000032;Colisión doble;ARGANZUELA;Despejado;Tarde;Vías de gran tamaño;441147,0;4472907,0;2024-01-01;18;0
2024S000033;Choque;SALAMANCA;Despejado;Mediodía;Vías de pequeño tamaño;443832,0;4475667,0;2024-01-01;15;0
2024S000034;Colisión doble;CHAMBERÍ;Despejado;Tarde;Vías de pequeño tamaño;439125,0;4476637,0;2024-01-01;19;0
2024S000035;Colisión doble;VICÁLVARO;Despejado;Tarde;Vías de pequeño tamaño;448375,0;4472779,0;2024-01-01;19;0
2024S000037;Colisión doble;FUENCARRAL-EL PARDO;Despejado;Noche;Vías de pequeño tamaño;439122,0;4480403,0;2024-01-01;20;1
2024S000038;Alcance;ARGANZUELA;Despejado;Noche;Vías de gran tamaño;441697,0;4471196,0;2024-01-01;21;0
2024S000039;Colisión doble;RETIRO;Despejado;Noche;Vías de gran tamaño;442361,0;4473141,0;2024-01-01;22;1
2024S000041;Alcance;USERA;Despejado;Noche;Vías de gran tamaño;441385,0;4468726,0;2024-01-01;23;0
2024S000042;Atropello a persona;ARGANZUELA;Despejado;Noche;Vías de pequeño tamaño;441302,0;4473060,0;2024-01-01;22;0
2024S000044;Choque;SALAMANCA;Despejado;Noche;Vías de pequeño tamaño;443065,0;4475662,0;2024-01-01;23;0
2024S000045;Colisión doble;CHAMARTÍN;Despejado;Madrugada;Vías de pequeño tamaño;441829,0;4480261,0;2024-01-02;6;0
2024S000053;Atropello a persona;VILLA DE VALLECAS;Nublado;Mañana;Vías de pequeño tamaño;445775,0;4469684,0;2024-01-02;7;2
2024S000054;Colisión doble;TETUÁN;Despejado;Mañana;Vías de pequeño tamaño;440234,0;4478376,0;2024-01-01;11;0
2024S000055;Colisión doble;ARGANZUELA;Despejado;Mañana;Vías de gran tamaño;439147,0;4473245,0;2024-01-02;9;0
2024S000056;Atropello a persona;BARAJAS;Despejado;Mañana;Instalaciones o infraestructuras;449849,0;4482596,0;2024-01-02;7;1
2024S000057;Colisión doble;LATINA;Nublado;Mañana;Vías de gran tamaño;435234,0;4472480,0;2024-01-02;9;1
2024S000058;Caída;VILLAVERDE;Despejado;Mañana;Plazas o glorietas;439897,0;4465733,0;2024-01-02;9;1
2024S000061;Choque;FUENCARRAL-EL PARDO;Despejado;Mañana;Vías de gran tamaño;440793,0;4482315,0;2024-01-02;9;0
2024S000062;Alcance;BARAJAS;Despejado;Mañana;Vías de gran tamaño;450731,0;4478204,0;2024-01-02;11;1
2024S000064;Colisión doble;SALAMANCA;Despejado;Mañana;Vías de pequeño tamaño;441788,0;4475430,0;2024-01-02;10;1
2024S000065;Alcance;CENTRO;Despejado;Mañana;Vías de gran tamaño;438800,0;4473956,0;2024-01-02;11;1
2024S000066;Alcance;SAN BLAS-CANILLEJAS;Nublado;Mediodía;Vías de pequeño tamaño;447696,0;4477204,0;2024-01-02;12;1
2024S000068;Colisión doble;PUENTE DE VALLECAS;Despejado;Mediodía;Vías de pequeño tamaño;442997,0;4470675,0;2024-01-02;13;0
2024S000070;Colisión doble;SAN BLAS-CANILLEJAS;Despejado;Noche;Vías de pequeño tamaño;448270,0;4474626,0;2024-01-01;22;1
2024S000071;Colisión doble;CARABANCHEL;Despejado;Tarde;Vías de pequeño tamaño;436451,0;4470141,0;2024-01-02;16;0
2024S000075;Caída;LATINA;Lluvia débil;Tarde;Vías de pequeño tamaño;438057,0;4472792,0;2024-01-02;17;1
2024S000076;Colisión doble;CARABANCHEL;Lluvia débil;Tarde;Vías de pequeño tamaño;438402,0;4471552,0;2024-01-02;17;0
2024S000079;Alcance;HORTALEZA;Despejado;Tarde;Vías de pequeño tamaño;446482,0;4479976,0;2024-01-02;19;1
2024S000080;Alcance;ARGANZUELA;Despejado;Tarde;Vías rápidas o carreteras;442532,0;4471491,0;2024-01-02;18;0
2024S000081;Atropello a persona;CENTRO;Nublado;Tarde;Vías de pequeño tamaño;440785,0;4475122,0;2024-01-02;19;1
2024S000082;Caída;ARGANZUELA;Nublado;Tarde;Vías de pequeño tamaño;441193,0;4471426,0;2024-01-02;19;1
2024S000083;Caída;LATINA;Nublado;Tarde;Vías de gran tamaño;434980,0;4469063,0;2024-01-02;19;1
2024S000084;Colisión doble;TETUÁN;Despejado;Noche;Vías de pequeño tamaño;441001,0;4480225,0;2024-01-02;20;0
2024S000085;Atropello a persona;VILLAVERDE;Despejado;Tarde;Vías de gran tamaño;439467,0;4466286,0;2024-01-02;19;1
2024S000087;Caída;CARABANCHEL;Nublado;Noche;Vías de gran tamaño;435979,0;4468078,0;2024-01-02;21;0
2024S000089;Alcance;PUENTE DE VALLECAS;Lluvia débil;Noche;Vías rápidas o carreteras;443665,0;4473041,0;2024-01-02;20;0
2024S000090;Otras causas;PUENTE DE VALLECAS;Lluvia débil;Noche;Vías rápidas o carreteras;443670,0;4473036,0;2024-01-02;20;0
2024S000091;Colisión doble;CIUDAD LINEAL;Nublado;Noche;Vías de gran tamaño;446279,0;4474546,0;2024-01-02;21;1
2024S000092;Alcance;PUENTE DE VALLECAS;Despejado;Noche;Vías de gran tamaño;443241,0;4472200,0;2024-01-02;20;1
2024S000093;Colisión múltiple;VILLAVERDE;Despejado;Noche;Vías de pequeño tamaño;440560,0;4465071,0;2024-01-02;22;0
2024S000094;Alcance;PUENTE DE VALLECAS;Despejado;Noche;Vías rápidas o carreteras;444632,0;4472730,0;2024-01-02;21;2
2024S000096;Choque;CHAMARTÍN;Despejado;Madrugada;Vías de pequeño tamaño;442451,0;4476956,0;2024-01-03;0;0
2024S000097;Caída;FUENCARRAL-EL PARDO;Lluvia débil;Noche;Vías de pequeño tamaño;441532,0;4481947,0;2024-01-02;23;1
2024S000098;Otras causas;VICÁLVARO;Despejado;Noche;Vías de gran tamaño;447531,0;4471987,0;2024-01-02;23;0
2024S000100;Choque;USERA;Despejado;Madrugada;Vías de pequeño tamaño;440442,0;4470335,0;2024-01-03;3;0
2024S000101;Choque;TETUÁN;Lluvia débil;Madrugada;Vías de gran tamaño;441502,0;4478998,0;2024-01-03;6;0
2024S000102;Atropello a persona;PUENTE DE VALLECAS;Despejado;Madrugada;Vías de pequeño tamaño;442959,0;4471395,0;2024-01-03;6;1
2024S000103;Colisión doble;VILLAVERDE;Lluvia débil;Madrugada;Vías de gran tamaño;439712,0;4465531,0;2024-01-03;6;0
2024S000104;Atropello a persona;USERA;Lluvia débil;Mañana;Vías de pequeño tamaño;440208,0;4470165,0;2024-01-03;7;2
2024S000106;Colisión doble;USERA;Lluvia débil;Mañana;Vías rápidas o carreteras;439950,0;4471495,0;2024-01-03;8;1
2024S000107;Colisión doble;RETIRO;LLuvia intensa;Mañana;Vías de pequeño tamaño;443174,0;4473636,0;2024-01-03;7;1
2024S000108;Alcance;TETUÁN;LLuvia intensa;Mañana;Vías de pequeño tamaño;440364,0;4478099,0;2024-01-03;8;1
2024S000109;Colisión doble;CARABANCHEL;LLuvia intensa;Mañana;Vías de pequeño tamaño;437710,0;4471888,0;2024-01-03;7;0
2024S000111;Colisión doble;RETIRO;Lluvia débil;Mañana;Vías de gran tamaño;443183,0;4472201,0;2024-01-03;8;0
2024S000112;Colisión múltiple;VILLAVERDE;Lluvia débil;Mañana;Vías de pequeño tamaño;440579,0;4468277,0;2024-01-03;9;0
2024S000115;Choque;USERA;Lluvia débil;Mañana;Vías de gran tamaño;441341,0;4470249,0;2024-01-03;8;0
2024S000117;Choque;SAN BLAS-CANILLEJAS;Despejado;Mediodía;Vías de pequeño tamaño;449722,0;4477849,0;2024-05-14;12;0
2024S000118;Colisión doble;SALAMANCA;Despejado;Mañana;Vías de pequeño tamaño;443924,0;4475859,0;2024-06-18;11;1
2024S000119;Otras causas;BARAJAS;Lluvia débil;Mediodía;Vías de pequeño tamaño;450086,0;4479974,0;2024-06-20;12;0
2024S000120;Alcance;CHAMBERÍ;Despejado;Mediodía;Vías de pequeño tamaño;439413,0;4476323,0;2024-06-25;12;1
2024S000121;Colisión doble;FUENCARRAL-EL PARDO;Despejado;Tarde;Vías de gran tamaño;439669,0;4480526,0;2024-06-25;17;0
2024S000122;Choque;SAN BLAS-CANILLEJAS;Despejado;Tarde;Vías de pequeño tamaño;448994,0;4477855,0;2024-07-05;17;0
2024S000123;Colisión múltiple;USERA;Despejado;Tarde;Vías rápidas o carreteras;440426,0;4471576,0;2024-07-05;17;1
2024S000124;Caída;CIUDAD LINEAL;Despejado;Madrugada;Vías de pequeño tamaño;444071,0;4478932,0;2024-07-18;3;1
2024S000125;Choque;USERA;Despejado;Madrugada;Vías de pequeño tamaño;441206,0;4469997,0;2024-07-18;3;1
2024S000126;Colisión doble;PUENTE DE VALLECAS;Despejado;Madrugada;Vías de pequeño tamaño;445658,0;4471158,0;2024-08-22;1;0
2024S000127;Colisión doble;VILLA DE VALLECAS;LLuvia intensa;Madrugada;Vías de pequeño tamaño;447640,0;4469154,0;2024-10-17;1;2
2024S000128;Colisión doble;CARABANCHEL;LLuvia intensa;Madrugada;Vías de pequeño tamaño;437920,0;4472518,0;2024-10-17;1;2
2024S000130;Alcance;CHAMARTÍN;Despejado;Madrugada;Vías de gran tamaño;441887,0;4481204,0;2024-12-19;5;1
2024S000168;Caída;LATINA;Lluvia débil;Mañana;Vías de gran tamaño;438247,0;4473924,0;2024-01-03;11;1
2024S000171;Colisión doble;CHAMARTÍN;Nublado;Mediodía;Vías rápidas o carreteras;443371,0;4479655,0;2024-01-03;12;0
2024S000172;Caída;SALAMANCA;Lluvia débil;Mañana;Vías de pequeño tamaño;441709,0;4475584,0;2024-01-03;11;1
2024S000173;Choque;LATINA;Nublado;Mañana;Vías de pequeño tamaño;434223,0;4470119,0;2024-01-03;8;0
2024S000174;Colisión doble;SAN BLAS-CANILLEJAS;Nublado;Mediodía;Plazas o glorietas;447167,0;4474242,0;2024-01-03;13;0
2024S000176;Caída;CHAMARTÍN;Nublado;Mediodía;Vías de pequeño tamaño;442511,0;4478722,0;2024-01-03;13;1
2024S000177;Colisión doble;CHAMBERÍ;Nublado;Mediodía;Vías de pequeño tamaño;439280,0;4475807,0;2024-01-03;13;0
2024S000178;Alcance;CENTRO;Nublado;Mediodía;Vías de pequeño tamaño;440968,0;4474493,0;2024-01-03;13;0
2024S000179;Atropello a persona;HORTALEZA;Nublado;Mediodía;Vías de pequeño tamaño;445322,0;4480896,0;2024-01-03;13;1
2024S000180;Alcance;CHAMBERÍ;Nublado;Mediodía;Vías de pequeño tamaño;439755,0;4475732,0;2024-01-03;12;1
2024S000181;Colisión múltiple;SALAMANCA;Nublado;Mediodía;Vías de pequeño tamaño;442622,0;4475136,0;2024-01-03;13;0
2024S000182;Colisión doble;SALAMANCA;Nublado;Mediodía;Vías de pequeño tamaño;442244,0;4476003,0;2024-01-03;12;0
2024S000183;Choque;CARABANCHEL;Despejado;Mediodía;Vías rápidas o carreteras;438900,0;4469616,0;2024-01-03;12;0
2024S000184;Caída;SALAMANCA;Lluvia débil;Mediodía;Vías de pequeño tamaño;441738,0;4475765,0;2024-01-03;13;1
2024S000185;Colisión doble;VILLAVERDE;Nublado;Mediodía;Vías de pequeño tamaño;441286,0;4466297,0;2024-01-03;15;0
2024S000186;Colisión doble;BARAJAS;Nublado;Mediodía;Vías de pequeño tamaño;450288,0;4479976,0;2024-01-03;14;1
2024S000187;Colisión doble;CHAMARTÍN;Nublado;Mediodía;Vías de pequeño tamaño;442224,0;4476924,0;2024-01-03;15;0
2024S000193;Caída;CHAMBERÍ;Nublado;Tarde;Vías de pequeño tamaño;440689,0;4476667,0;2024-01-03;17;1
2024S000194;Alcance;HORTALEZA;Nublado;Tarde;Vías de pequeño tamaño;445513,0;4480025,0;2024-01-03;17;0
2024S000195;Alcance;CIUDAD LINEAL;Lluvia débil;Tarde;Vías de pequeño tamaño;446281,0;4475816,0;2024-01-03;16;1
2024S000196;Alcance;TETUÁN;Nublado;Mediodía;Vías de pequeño tamaño;440438,0;4480516,0;2024-01-03;15;1
2024S000197;Colisión doble;CENTRO;Despejado;Tarde;Vías de gran tamaño;440695,0;4473063,0;2024-01-03;18;0
2024S000199;Colisión múltiple;MORATALAZ;Despejado;Tarde;Vías de pequeño tamaño;445838,0;4472491,0;2024-01-03;19;0
2024S000200;Alcance;ARGANZUELA;Nublado;Tarde;Vías de pequeño tamaño;442617,0;4471712,0;2024-01-03;19;0
2024S000201;Colisión doble;HORTALEZA;Despejado;Noche;Vías rápidas o carreteras;444551,0;4480917,0;2024-01-03;20;0
2024S000202;Alcance;FUENCARRAL-EL PARDO;Despejado;Tarde;Vías rápidas o carreteras;442991,0;4481715,0;2024-01-03;19;0
2024S000203;Alcance;VILLAVERDE;Despejado;Tarde;Vías de pequeño tamaño;438629,0;4465824,0;2024-01-03;19;0
2024S000204;Choque;PUENTE DE VALLECAS;Despejado;Noche;Vías rápidas o carreteras;443684,0;4473027,0;2024-01-02;21;0
2024S000208;Choque;CIUDAD LINEAL;Despejado;Noche;Vías de pequeño tamaño;444528,0;4475119,0;2024-01-03;20;0
2024S000209;Otras causas;LATINA;Despejado;Mañana;Vías de pequeño tamaño;435572,0;4472217,0;2024-01-03;7;0
2024S000210;Colisión doble;MORATALAZ;Nublado;Noche;Vías de pequeño tamaño;444635,0;4473514,0;2024-01-03;21;0
2024S000211;Caída;RETIRO;Lluvia débil;Noche;Vías de pequeño tamaño;442579,0;4472778,0;2024-01-03;21;1
2024S000212;Alcance;SALAMANCA;Despejado;Noche;Vías de gran tamaño;443003,0;4476718,0;2024-01-03;22;0
2024S000213;Caída;VICÁLVARO;Nublado;Noche;Vías de pequeño tamaño;448385,0;4473009,0;2024-01-03;23;1
2024S000214;Colisión doble;USERA;Despejado;Noche;Vías de pequeño tamaño;440311,0;4470318,0;2024-01-03;23;0
2024S000215;Colisión doble;CENTRO;Nublado;Madrugada;Vías de pequeño tamaño;439743,0;4473412,0;2024-01-04;0;1
2024S000219;Choque;VILLA DE VALLECAS;Lluvia débil;Madrugada;Vías de pequeño tamaño;445873,0;4469403,0;2024-01-04;3;0
2024S000220;Colisión doble;ARGANZUELA;Lluvia débil;Madrugada;Plazas o glorietas;441020,0;4471362,0;2024-01-04;6;0
2024S000223;Caída;PUENTE DE VALLECAS;Nublado;Mañana;Vías de gran tamaño;443622,0;4471898,0;2024-01-04;8;1
2024S000224;Colisión múltiple;CARABANCHEL;Lluvia débil;Mañana;Vías de pequeño tamaño;438616,0;4470987,0;2024-01-04;8;0
2024S000226;Otras causas;SAN BLAS-CANILLEJAS;Nublado;Mediodía;Vías de pequeño tamaño;451355,0;4477763,0;2024-01-03;14;0
2024S000227;Alcance;SAN BLAS-CANILLEJAS;Despejado;Mañana;Vías de gran tamaño;446943,0;4475242,0;2024-01-04;9;0
2024S000229;Choque;MONCLOA-ARAVACA;Nublado;Mañana;Vías rápidas o carreteras;437889,0;4477306,0;2024-01-04;8;0
2024S000230;Colisión doble;RETIRO;Nublado;Mañana;Plazas o glorietas;441561,0;4474534,0;2024-01-04;10;0
2024S000232;Alcance;CIUDAD LINEAL;Nublado;Mañana;Vías de pequeño tamaño;445595,0;4475853,0;2024-01-04;10;0
2024S000233;Choque;FUENCARRAL-EL PARDO;Nublado;Mediodía;Vías de pequeño tamaño;441036,0;4482081,0;2024-01-04;12;0
2024S000234;Colisión doble;CARABANCHEL;Nublado;Mediodía;Vías de pequeño tamaño;436952,0;4468356,0;2024-01-04;12;0
2024S000235;Caída;CIUDAD LINEAL;Nublado;Mañana;Vías de pequeño tamaño;444883,0;4477639,0;2024-01-04;11;1
2024S000236;Colisión doble;TETUÁN;Despejado;Mediodía;Vías de pequeño tamaño;441028,0;4477667,0;2024-01-04;12;0
2024S000237;Caída;CENTRO;Lluvia débil;Mañana;Vías de pequeño tamaño;439672,0;4473286,0;2024-01-04;11;1
2024S000238;Choque;CIUDAD LINEAL;Lluvia débil;Mediodía;Vías de pequeño tamaño;445778,0;4476639,0;2024-01-04;13;1
2024S000239;Colisión doble;FUENCARRAL-EL PARDO;Lluvia débil;Noche;Vías de pequeño tamaño;439330,0;4480779,0;2024-01-03;21;0
2024S000240;Colisión doble;VILLAVERDE;Lluvia débil;Mediodía;Vías de gran tamaño;439495,0;4465170,0;2024-01-04;14;0
2024S000241;Caída;CARABANCHEL;Lluvia débil;Mediodía;Vías rápidas o carreteras;438969,0;4470251,0;2024-01-04;13;1
2024S000242;Alcance;ARGANZUELA;LLuvia intensa;Mediodía;Vías de pequeño tamaño;442552,0;4471643,0;2024-01-04;14;1
2024S000243;Colisión doble;LATINA;Nublado;Noche;Vías de pequeño tamaño;435331,0;4471167,0;2024-01-03;21;0
2024S000244;Atropello a persona;CENTRO;Lluvia débil;Tarde;Vías de pequeño tamaño;440035,0;4474201,0;2024-01-04;16;1
2024S000245;Colisión doble;SAN BLAS-CANILLEJAS;Lluvia débil;Tarde;Vías de pequeño tamaño;450368,0;4477461,0;2024-01-04;16;1
2024S000246;Alcance;CHAMARTÍN;Lluvia débil;Mediodía;Vías rápidas o carreteras;443060,0;4480214,0;2024-01-04;15;0
2024S000248;Otras causas;SALAMANCA;LLuvia intensa;Mediodía;Vías rápidas o carreteras;443976,0;4475480,0;2024-01-04;14;0
2024S000250;Atropello a persona;CENTRO;Lluvia débil;Mediodía;Vías de pequeño tamaño;440985,0;4474604,0;2024-01-04;14;1
2024S000251;Colisión doble;MORATALAZ;Lluvia débil;Tarde;Vías de pequeño tamaño;444309,0;4473662,0;2024-01-04;17;0
2024S000252;Alcance;CENTRO;Nublado;Tarde;Vías de pequeño tamaño;439957,0;4474829,0;2024-01-03;16;0
2024S000253;Colisión doble;VICÁLVARO;Lluvia débil;Tarde;Vías de gran tamaño;447791,0;4473208,0;2024-01-04;17;1
2024S000254;Caída;SALAMANCA;Lluvia débil;Tarde;Vías de pequeño tamaño;441676,0;4475416,0;2024-01-04;18;1
2024S000256;Alcance;RETIRO;Lluvia débil;Mediodía;Vías de gran tamaño;442499,0;4473192,0;2024-01-04;14;1
2024S000257;Colisión doble;CENTRO;Lluvia débil;Mediodía;Vías de pequeño tamaño;440079,0;4474680,0;2024-01-04;15;0
2024S000258;Colisión doble;USERA;Lluvia débil;Tarde;Vías de pequeño tamaño;439647,0;4468673,0;2024-01-04;17;1
2024S000260;Colisión múltiple;MORATALAZ;Lluvia débil;Tarde;Vías rápidas o carreteras;444304,0;4474429,0;2024-01-04;18;0
2024S000261;Choque;CENTRO;Despejado;Tarde;Vías de pequeño tamaño;440206,0;4474584,0;2024-01-02;17;0
2024S000262;Alcance;USERA;Lluvia débil;Tarde;Vías rápidas o carreteras;438822,0;4468521,0;2024-01-04;18;0
2024S000264;Choque;VILLAVERDE;Lluvia débil;Tarde;Vías de pequeño tamaño;441744,0;4466092,0;2024-01-04;19;0
2024S000265;Caída;CIUDAD LINEAL;Lluvia débil;Tarde;Vías de pequeño tamaño;445865,0;4475747,0;2024-01-04;18;1
2024S000266;Alcance;CHAMARTÍN;Lluvia débil;Tarde;Vías de pequeño tamaño;442890,0;4478861,0;2024-01-04;19;0
2024S000267;Colisión doble;ARGANZUELA;Lluvia débil;Tarde;Vías de gran tamaño;441144,0;4472723,0;2024-01-04;19;0
2024S000268;Caída;MORATALAZ;Lluvia débil;Tarde;Vías de pequeño tamaño;446088,0;4472767,0;2024-01-04;19;0
2024S000269;Colisión doble;PUENTE DE VALLECAS;Lluvia débil;Tarde;Vías de pequeño tamaño;442991,0;4471236,0;2024-01-04;18;1
2024S000270;Colisión doble;MONCLOA-ARAVACA;Lluvia débil;Tarde;Plazas o glorietas;437593,0;4474367,0;2024-01-04;19;1
2024S000271;Alcance;MORATALAZ;Despejado;Tarde;Vías rápidas o carreteras;444795,0;4474187,0;2024-01-04;19;1
2024S000272;Colisión múltiple;MONCLOA-ARAVACA;LLuvia intensa;Noche;Vías de gran tamaño;438319,0;4476814,0;2024-01-04;20;1
2024S000273;Colisión doble;ARGANZUELA;Lluvia débil;Noche;Vías de pequeño tamaño;441928,0;4471733,0;2024-01-04;20;1
2024S000274;Colisión doble;FUENCARRAL-EL PARDO;LLuvia intensa;Noche;Vías de pequeño tamaño;441783,0;4482707,0;2024-01-04;20;1
2024S000275;Caída;SALAMANCA;Lluvia débil;Noche;Vías de pequeño tamaño;441603,0;4474805,0;2024-01-04;20;2
2024S000276;Atropello a persona;TETUÁN;Lluvia débil;Noche;Plazas o glorietas;439654,0;4478759,0;2024-01-04;20;1
2024S000277;Choque;CARABANCHEL;Lluvia débil;Tarde;Vías de gran tamaño;437320,0;4471487,0;2024-01-04;19;0
2024S000278;Choque;CHAMBERÍ;LLuvia intensa;Noche;Vías de pequeño tamaño;439371,0;4475795,0;2024-01-04;21;0
2024S000279;Caída;HORTALEZA;Nublado;Noche;Vías de pequeño tamaño;445855,0;4480119,0;2024-01-04;21;1
2024S000280;Atropello a persona;HORTALEZA;Lluvia débil;Noche;Vías de pequeño tamaño;446776,0;4479994,0;2024-01-04;21;1
2024S000281;Caída;PUENTE DE VALLECAS;Lluvia débil;Noche;Vías de gran tamaño;444558,0;4471395,0;2024-01-04;22;2
2024S000282;Atropello a persona;CIUDAD LINEAL;LLuvia intensa;Noche;Vías de pequeño tamaño;447068,0;4474042,0;2024-01-04;21;1
2024S000283;Colisión doble;TETUÁN;Lluvia débil;Noche;Vías de pequeño tamaño;440326,0;4479444,0;2024-01-04;22;1
2024S000284;Colisión doble;FUENCARRAL-EL PARDO;Lluvia débil;Noche;Vías de pequeño tamaño;438746,0;4481890,0;2024-01-04;22;1
2024S000285;Alcance;CENTRO;Lluvia débil;Madrugada;Vías de pequeño tamaño;440372,0;4474626,0;2024-01-05;1;0
2024S000287;Colisión doble;CHAMARTÍN;Lluvia débil;Madrugada;Vías de pequeño tamaño;442106,0;4477080,0;2024-01-05;1;0
2024S000291;Alcance;CENTRO;Lluvia débil;Noche;Vías de pequeño tamaño;440321,0;4474633,0;2024-01-04;22;0
2024S000293;Otras causas;MONCLOA-ARAVACA;Lluvia débil;Madrugada;Vías de pequeño tamaño;435476,0;4478883,0;2024-01-05;1;0
2024S000294;Alcance;CENTRO;Nublado;Noche;Vías de pequeño tamaño;440875,0;4474491,0;2024-01-04;22;1
2024S000296;Colisión doble;CHAMARTÍN;Lluvia débil;Madrugada;Vías de pequeño tamaño;441839,0;4477278,0;2024-01-05;3;0
2024S000297;Choque;MONCLOA-ARAVACA;Despejado;Madrugada;Vías de gran tamaño;439525,0;4478786,0;2024-01-05;2;0
2024S000298;Colisión doble;FUENCARRAL-EL PARDO;Lluvia débil;Madrugada;Vías rápidas o carreteras;440196,0;4481471,0;2024-01-05;5;0
2024S000299;Choque;CENTRO;Despejado;Mañana;Vías de pequeño tamaño;440645,0;4474018,0;2024-01-05;7;0
2024S000300;Choque;VILLAVERDE;Despejado;Mañana;Vías de pequeño tamaño;439847,0;4466350,0;2024-01-05;9;0
2024S000301;Alcance;SALAMANCA;Despejado;Mañana;Vías de gran tamaño;442586,0;4476547,0;2024-01-05;10;0
2024S000302;Alcance;CENTRO;Despejado;Mañana;Vías de pequeño tamaño;441032,0;4474986,0;2024-01-05;10;0
2024S000303;Alcance;SALAMANCA;Despejado;Mañana;Vías de pequeño tamaño;443879,0;4475896,0;2024-01-05;10;1
2024S000304;Colisión múltiple;CENTRO;Despejado;Mañana;Plazas o glorietas;440551,0;4474001,0;2024-01-05;7;0
2024S000305;Atropello a persona;CHAMARTÍN;Despejado;Mañana;Vías de pequeño tamaño;442611,0;4478833,0;2024-01-05;10;1
2024S000306;Colisión doble;HORTALEZA;Nublado;Mañana;Vías de pequeño tamaño;448591,0;4482446,0;2024-01-05;9;1
2024S000307;Alcance;SALAMANCA;LLuvia intensa;Mediodía;Vías rápidas o carreteras;444081,0;4475050,0;2024-01-04;13;1
2024S000312;Colisión doble;TETUÁN;Despejado;Mañana;Vías de pequeño tamaño;440886,0;4477563,0;2024-01-05;11;1
2024S000313;Atropello a persona;PUENTE DE VALLECAS;Despejado;Mediodía;Vías de gran tamaño;443449,0;4470733,0;2024-01-05;12;2
2024S000314;Choque;SAN BLAS-CANILLEJAS;Nublado;Mediodía;Vías de gran tamaño;448212,0;4474335,0;2024-01-05;12;0
2024S000315;Colisión doble;CENTRO;Despejado;Mediodía;Vías de pequeño tamaño;439908,0;4474675,0;2024-01-05;12;1
2024S000316;Colisión doble;VILLAVERDE;Despejado;Mediodía;Vías de gran tamaño;442257,0;4467246,0;2024-01-05;12;1
2024S000317;Colisión doble;VILLA DE VALLECAS;Despejado;Mediodía;Vías de gran tamaño;443762,0;4467923,0;2024-01-05;13;1
2024S000318;Colisión doble;SALAMANCA;Despejado;Mediodía;Vías de pequeño tamaño;442026,0;4476086,0;2024-01-05;14;0
2024S000320;Colisión doble;PUENTE DE VALLECAS;Despejado;Mediodía;Vías de gran tamaño;444573,0;4470585,0;2024-01-05;14;0
2024S000321;Colisión múltiple;CHAMARTÍN;Despejado;Mediodía;Vías de pequeño tamaño;441857,0;4477402,0;2024-01-05;14;1
